impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K16-087889,A488549,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1520752,LOST,Dougie,Cat,Over 1 year,Male,Domestic Shorthair,Unknown,02/27/2016 12:00:00 AM,Date Lost,SE 223RD DR AND 122ND AVE SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1520752,Image Copyright HLP Inc. 2016,"SE 223RD DR AND 122ND AVE SE
(47.40232, -122.178471)","Description: Orange short fur, no collar, about 3-4 years old, neutered and responds to his name, Dougie.<p></p>Age: Over 1 year<p></p>Location Lost: SE 223rd Dr and 122nd AVE SE<p></p>Notes: Is an indoor and outdoor cat, he comes home regularly each day around the same time and sleeps indoors. Haven't seen him since Saturday evening which is very unusual because he comes home everyday.<p></p>Lost Date: 02/27/2016<p></p>"
K16-087855,A488468,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Black / White,02/27/2016 12:00:00 AM,Received on,16700 AVONDALE RD NE,WOODINVILLE,WA,98077,KING COUNTY,37.090608,-95.712816,,Image Copyright HLP Inc. 2016,"16700 AVONDALE RD NE
WOODINVILLE, WA 98077
","Received on: 2016-02-27<p></p> Found Near: 16700 AVONDALE RD NE, WOODINVILLE WA 98077<p></p> Description: Black / White Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K16-087852,A488463,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488463,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,7 MONTHS,Spayed Female,Domestic Shorthair,White / Black,02/27/2016 12:00:00 AM,Received on,19200 11TH PL S,SEATAC,WA,98148,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488463,Image Copyright HLP Inc. 2016,"19200 11TH PL S
SEATAC, WA 98148
(47.429222, -122.320103)","Received on: 2016-02-27<p></p> Found Near: 19200 11TH PL S, SEATAC WA 98148<p></p> Description: White / Black Spayed Female Domestic Shorthair Cat<p></p> Age: 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087847,A488458,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488458,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Gray / White,02/27/2016 12:00:00 AM,Received on,900 CENTRAL AVE N,KENT,WA,98032,KENT,37.090608,-95.712816,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488458,Image Copyright HLP Inc. 2016,"900 CENTRAL AVE N
KENT, WA 98032
(47.390471, -122.231075)","Received on: 2016-02-27<p></p> Found Near: 900 CENTRAL AVE N, KENT WA 98032<p></p> Description: Gray / White Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087850,A488461,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488461,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Neutered Male,Domestic Shorthair / Siamese,Flame Pt,02/27/2016 12:00:00 AM,Received on,19200 11TH PL S,SEATAC,WA,98148,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488461,Image Copyright HLP Inc. 2016,"19200 11TH PL S
SEATAC, WA 98148
(47.429222, -122.320103)","Received on: 2016-02-27<p></p> Found Near: 19200 11TH PL S, SEATAC WA 98148<p></p> Description: Flame Pt Neutered Male Domestic Shorthair / Siamese Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087857,A488472,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488472,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,5 YEARS,Neutered Male,Chihuahua - Smooth Coated / Mix,Chocolate / Tan,02/27/2016 12:00:00 AM,Received on,11000 SE 208TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488472,Image Copyright HLP Inc. 2016,"11000 SE 208TH ST
KENT, WA 98031
(47.415854, -122.194043)","Received on: 2016-02-27<p></p> Found Near: 11000 SE 208TH ST, KENT WA 98031<p></p> Description: Chocolate / Tan Neutered Male Chihuahua - Smooth Coated / Mix Dog<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087850,A488461,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A488461,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Neutered Male,Domestic Shorthair / Siamese,Flame Pt,02/27/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488461,Image Copyright HLP Inc. 2016,,"Received on: 2016-02-27<p></p> Description: Flame Pt<p></p>  Neutered Male Domestic Shorthair / Siamese Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087843,A488452,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Black,02/27/2016 12:00:00 AM,Received on,13800 133RD PL NE,KIRKLAND,WA,98034,KIRKLAND,37.090608,-95.712816,,Image Copyright HLP Inc. 2016,"13800 133RD PL NE
KIRKLAND, WA 98034
(47.724761, -122.162335)","Received on: 2016-02-27<p></p> Found Near: 13800 133RD PL NE, KIRKLAND WA 98034<p></p> Description: Black Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K16-087833,A488439,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519696,In Public Home,,Dog,Over 1 year,Female,Boxer,Unknown,02/26/2016 12:00:00 AM,Date Found,NW 199TH AND 12TH AVE NW,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519696,Image Copyright HLP Inc. 2016,"NW 199TH AND 12TH AVE NW
(47.773317, -122.371999)","Description: This small female dog appears to be a boxer/boston mix perhaps. Brown brindle and white. Very calm, quiet dog.<p></p>Age: Over 1 year<p></p>Location Found: NW 199th and 12th Ave NW<p></p>Notes: <p></p>Found Date: 02/26/2016<p></p>Finder Address:  Shoreline WA 98177"
K16-087853,A488464,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1520049,In Public Home,,Dog,Over 1 year,Female,American Bulldog,White / Brown,02/26/2016 12:00:00 AM,Date Found,I-90 & EXIT 45,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1520049,Image Copyright HLP Inc. 2016,"I-90 &amp; EXIT 45
",Description: She is white and brindle colored.<p></p>Age: Over 1 year<p></p>Location Found: I-90 &amp; exit 45<p></p>Notes: <p></p>Found Date: 02/26/2016<p></p>Finder Address:  North Bend WA 98045
K16-087829,A488428,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A488428,"Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188",Jade,Cat,4 YEARS,Spayed Female,Russian Blue,Blue,02/26/2016 12:00:00 AM,Received on,17200 SOUTHCENTER PKWY 100,TUKWILA,WA,98188,TUKWILA,47.449119,-122.25821,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488428,Image Copyright HLP Inc. 2016,"17200 SOUTHCENTER PKWY 100
TUKWILA, WA 98188
(47.44962, -122.262557)","Received on: 2016-02-26<p></p> Description: Blue<p></p>  Spayed Female Russian Blue Cat<p></p> Age: 4 YEARS<p></p> Current Location: Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087836,A482703,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A482703,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Clay,Cat,4 YEARS,Neutered Male,Domestic Shorthair,White / Black,02/26/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A482703,Image Copyright HLP Inc. 2016,,"Received on: 2016-02-26<p></p> Description: White / Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087838,A488447,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Peggy,Cat,20 DAYS,Female,Domestic Longhair,Lynx Pt,02/26/2016 12:00:00 AM,Received on,28600 26TH AVE S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488447,Image Copyright HLP Inc. 2016,"28600 26TH AVE S
FEDERAL WAY, WA 98003
(47.3451, -122.29918)","Received on: 2016-02-26<p></p> Found Near: 28600 26TH AVE S, FEDERAL WAY WA 98003<p></p> Description: Lynx Pt Female Domestic Longhair Cat<p></p> Age: 20 DAYS<p></p> Current Location: In RASKC Foster Home <p></p>"
K16-087837,A482701,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A482701,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cassius,Cat,3 YEARS,Neutered Male,Domestic Shorthair,White / Black,02/26/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A482701,Image Copyright HLP Inc. 2016,,"Received on: 2016-02-26<p></p> Description: White / Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087832,A488437,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488437,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Male,Domestic Shorthair,Black,02/26/2016 12:00:00 AM,Received on,22700 96TH PL S,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488437,Image Copyright HLP Inc. 2016,"22700 96TH PL S
KENT, WA 98031
(47.398679, -122.212109)","Received on: 2016-02-26<p></p> Found Near: 22700 96TH PL S, KENT WA 98031<p></p> Description: Black Male Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087863,A488477,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1520251,In Public Home,,Dog,Over 1 year,Male,Labrador Retriever,Black,02/26/2016 12:00:00 AM,Date Found,COVINGTON SAWYER & 189TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1520251,Image Copyright HLP Inc. 2016,"COVINGTON SAWYER &amp; 189TH
","Description: A sweet playful black lab,  He was wearing a chain collar with no tags.  He was not chipped - we took him into the vet to check.<p></p>Age: Over 1 year<p></p>Location Found: Covington Sawyer &amp; 189th<p></p>Notes: <p></p>Found Date: 02/26/2016<p></p>Finder Address:  Kent Wa 98042"
K16-087839,A488448,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Hamilton,Cat,20 DAYS,Male,Domestic Longhair,Lynx Pt,02/26/2016 12:00:00 AM,Received on,28600 26TH AVE S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488448,Image Copyright HLP Inc. 2016,"28600 26TH AVE S
FEDERAL WAY, WA 98003
(47.3451, -122.29918)","Received on: 2016-02-26<p></p> Found Near: 28600 26TH AVE S, FEDERAL WAY WA 98003<p></p> Description: Lynx Pt Male Domestic Longhair Cat<p></p> Age: 20 DAYS<p></p> Current Location: In RASKC Foster Home <p></p>"
K16-087840,A488449,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Angelica,Cat,20 DAYS,Female,Domestic Longhair,Lynx Pt,02/26/2016 12:00:00 AM,Received on,28600 26TH AVE S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488449,Image Copyright HLP Inc. 2016,"28600 26TH AVE S
FEDERAL WAY, WA 98003
(47.3451, -122.29918)","Received on: 2016-02-26<p></p> Found Near: 28600 26TH AVE S, FEDERAL WAY WA 98003<p></p> Description: Lynx Pt Female Domestic Longhair Cat<p></p> Age: 20 DAYS<p></p> Current Location: In RASKC Foster Home <p></p>"
K16-087876,A488491,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1520406,LOST,Lynx,Cat,Unknown,Male,Domestic Shorthair,Unknown,02/25/2016 12:00:00 AM,Date Lost,20200 119TH ST E,BONNEY LAKE,WA,98391,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1520406,Image Copyright HLP Inc. 2016,"20200 119TH ST E
BONNEY LAKE, WA 98391
(47.148164, -122.160868)","Description: Has a kink at the end of his tail, 3 black lines running down his back, and a little white around his mouth/chin. Looks like a brwn or blk tabby depending on light. Loves jumping up to hang out on your shoulder and rubbing his face against yours<p></p>Age: Unknown<p></p>Location Lost: 20202 119th St E<p></p>Notes: Lynx is a brown/Black Tabby cat around a year old. He was neutered about a month ago so his fur is still growing back. He has a kink in his tail at the end.<p></p>Lost Date: 02/25/2016<p></p>"
K16-087819,A488375,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488375,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Black,02/25/2016 12:00:00 AM,Received on,1600 W JAMES PL,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488375,Image Copyright HLP Inc. 2016,"1600 W JAMES PL
KENT, WA 98032
(47.386333, -122.252272)","Received on: 2016-02-25<p></p> Found Near: 1600 W JAMES PL, KENT WA 98032<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087821,A488381,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519426,LOST,Whitey,Dog,Over 1 year,Male,Chihuahua - Smooth Coated,Unknown,02/25/2016 12:00:00 AM,Date Lost,20300 NE 15TH PL,SAMMAMISH,WA,98074,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519426,Image Copyright HLP Inc. 2016,"20300 NE 15TH PL
SAMMAMISH, WA 98074
(47.62277, -122.067722)","Description: Whitey has extremely large pointy ears for his tiny face.  They are very light brown in color with the rest of his body being white.  Did have surgery on one of his hind legs where he still has a slight scar.<p></p>Age: Over 1 year<p></p>Location Lost: 20301 NE 15th Place<p></p>Notes: Whitey is a sixteen year old dog, who is a mixture between a chihuahua and a jack russell.  Cannot hear or see well anymore.  Bigger for his size, weights approximately 20 pounds.<p></p>Lost Date: 02/25/2016<p></p>"
K16-087823,A488383,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519494,LOST,Chief,Dog,Over 1 year,,Miniature Schnauzer,Unknown,02/25/2016 12:00:00 AM,Date Lost,2400 S 146TH ST,SEATAC,WA,98168,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519494,Image Copyright HLP Inc. 2016,"2400 S 146TH ST
SEATAC, WA 98168
(47.472446, -122.301983)","Description: Chief currently has scruffy greyish hair. Has no collar on ATM. He is very curious, loves to sniff. Marks his teritory on every tree/bush/ in sight. Doesn't like other male dogs. Extremely friendly towards humans- is most likely scared to death.. :(<p></p>Age: Over 1 year<p></p>Location Lost: 2404 S. 146th St.<p></p>Notes: Chief is 12 y.o., rescued him @ 6 mnths. Has an extreme heart murmur-Dr. can hear. Partially deaf, Few rotten teeth, stinky breath. Looks like a football Innocent black eyes. Is scruffy Is VERY loved.<p></p>Lost Date: 02/25/2016<p></p>"
K16-087834,A488443,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519711,LOST,Taylor,Dog,Over 1 year,Female,Nova Scotia Duck Tolling Retriever,Unknown,02/25/2016 12:00:00 AM,Date Lost,130TH AVENUE NE & NE 72ND ST,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519711,Image Copyright HLP Inc. 2016,"130TH AVENUE NE &amp; NE 72ND ST
KIRKLAND, WA 98033
",Description: Taylor is ginger colored with long hair and white feet and chest and white on her nose. She is an older dog but very sweet.<p></p>Age: Over 1 year<p></p>Location Lost: 130th and 72nd in kirkland<p></p>Notes: Taylor is ginger colored with long hair and white feet and chest and white on her nose. She is an older dog but very sweet. She escaped late last night<p></p>Lost Date: 02/25/2016<p></p>
K16-087814,A488367,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A488367,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 YEARS,Spayed Female,Domestic Longhair,Black / White,02/25/2016 12:00:00 AM,Received on,19700 11TH AVE S,DES MOINES,WA,98148,DES MOINES,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A488367,Image Copyright HLP Inc. 2016,"19700 11TH AVE S
DES MOINES, WA 98148
","Received on: 2016-02-25<p></p> Found Near: 19700 11TH AVE S, DES MOINES WA 98148<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 6 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087859,A488473,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1520213,LOST,Buttons,Dog,Under 1 year,Female,Chihuahua - Long Haired,Unknown,02/25/2016 12:00:00 AM,Date Lost,124 TH 320TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1520213,Image Copyright HLP Inc. 2016,"124 TH 320TH
",Description: <p></p>Age: Under 1 year<p></p>Location Lost: 124 th 320th<p></p>Notes: <p></p>Lost Date: 02/25/2016<p></p>
K16-087822,A488382,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519440,In Public Home,,Cat,Unknown,,Domestic Mediumhair,Black,02/25/2016 12:00:00 AM,Date Found,12800 SE 186TH PL,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519440,Image Copyright HLP Inc. 2016,"12800 SE 186TH PL
RENTON, WA 98058
",Description: <p></p>Age: Unknown<p></p>Location Found: 12828 se 186th pl<p></p>Notes: <p></p>Found Date: 02/25/2016<p></p>Finder Address:  Renton Wa 98058
K16-087815,A432746,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A432746,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ruby,Cat,14 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,02/25/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A432746,Image Copyright HLP Inc. 2016,,"Received on: 2016-02-25<p></p> Description: Brn Tabby / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 14 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi there, my name is Ruby and I am a very sweet older gal who was brought to the shelter as a stray so I could find my forever family.  I am approximately 12 years old so it is time for me to find my retirement home.<p></p>I do have a few medical issues that will require a little special attention but I am so sweet and loving, I will repay your kindness many times over.  If you have a place in your heart and home for someone like me, you will find out how much I thrive on your attention and touch.  I am very friendly and outgoing but would like a home on the quieter side so I can relax and enjoy the calm.<p></p>I have had all of my shots and received a mirco-chip so if you would like to meet me, drop by Regional Animal Services of King County in Kent very soon!  Please be sure to refer to my ID #A432746!<p></p> Adoption Fee: $30.00<p></p>"
